x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30
51->52,51->58->56->54->53->52,51->58->56->55->54->53->52,51->49->54->53->52,51->49->50->57->56->54->53->52,51->49->50->57->56->55->54->53->52,51->49->66->65->64->63->59->54->53->52,51->49->66->65->64->63->59->55->56->54->53->52,51->49->66->65->64->63->59->56->54->53->52,51->49->66->65->64->61->59->54->53->52,51->49->66->65->64->61->59->55->56->54->53->52,51->49->66->65->64->61->60->59->54->53->52,51->49->66->65->64->61->60->59->55->56->54->53->52,51->49->66->65->64->61->60->59->56->54->53->52,51->49->66->65->64->61->62->60->59->54->53->52,51->49->66->65->64->61->62->60->59->55->56->54->53->52,51->49->66->65->64->61->62->60->59->56->54->53->52,51->49->66->62->61->64->63->59->54->53->52,51->49->66->67->62->61->64->63->59->54->53->52,51->49->66->67->62->61->59->54->53->52,51->49->69->68->65->64->63->59->54->53->52,51->49->69->68->65->64->63->59->55->56->54->53->52,51->49->47->69->68->65->64->63->59->54->53->52,51->49->47->69->68->65->64->63->59->55->56->54->53->52,51->49->47->69->68->65->64->63->59->56->54->53->52,51->49->47->69->68->65->64->61->59->54->53->52,51->49->47->69->68->65->64->61->59->55->56->54->53->52,51->49->47->69->68->65->64->61->60->59->54->53->52,51->49->47->69->68->65->64->61->60->59->55->56->54->53->52,51->49->47->69->68->65->64->61->60->59->56->54->53->52
51->58,51->52->53->54->56->58,51->52->53->54->55->56->58,51->49->54->56->58,51->49->50->57->56->58,51->49->66->65->64->63->59->55->56->58,51->49->66->65->64->63->59->54->56->58,51->49->66->65->64->63->59->56->58,51->49->66->65->64->61->59->55->56->58,51->49->66->65->64->61->59->54->56->58,51->49->66->65->64->61->59->56->58,51->49->66->65->64->61->60->59->55->56->58,51->49->66->65->64->61->60->59->54->56->58,51->49->66->65->64->61->60->59->56->58,51->49->66->65->64->61->62->60->59->55->56->58,51->49->66->65->64->61->62->60->59->54->56->58,51->49->66->65->64->61->62->60->59->56->58,51->49->66->62->61->64->63->59->55->56->58,51->49->66->67->62->61->64->63->59->55->56->58,51->49->66->67->62->61->59->55->56->58,51->49->69->68->65->64->63->59->55->56->58,51->49->69->68->65->64->63->59->54->56->58,51->49->47->69->68->65->64->63->59->55->56->58,51->49->47->69->68->65->64->63->59->54->56->58,51->49->47->69->68->65->64->63->59->56->58,51->49->47->69->68->65->64->61->59->55->56->58,51->49->47->69->68->65->64->61->59->54->56->58,51->49->47->69->68->65->64->61->59->56->58,51->49->47->69->68->65->64->61->60->59->55->56->58,51->49->47->69->68->65->64->61->60->59->54->56->58
52->53,52->51->58->56->54->53,52->51->58->56->55->54->53,52->51->49->54->53,52->51->49->50->57->56->54->53,52->51->49->50->57->56->55->54->53,52->51->49->66->65->64->63->59->54->53,52->51->49->66->65->64->63->59->55->56->54->53,52->51->49->66->65->64->63->59->56->54->53,52->51->49->66->65->64->61->59->54->53,52->51->49->66->65->64->61->59->55->56->54->53,52->51->49->66->65->64->61->60->59->54->53,52->51->49->66->65->64->61->60->59->55->56->54->53,52->51->49->66->65->64->61->60->59->56->54->53,52->51->49->66->65->64->61->62->60->59->54->53,52->51->49->66->65->64->61->62->60->59->55->56->54->53,52->51->49->66->65->64->61->62->60->59->56->54->53,52->51->49->66->62->61->64->63->59->54->53,52->51->49->66->67->62->61->64->63->59->54->53,52->51->49->66->67->62->61->59->54->53,52->51->49->69->68->65->64->63->59->54->53,52->51->49->69->68->65->64->63->59->55->56->54->53,52->51->49->47->69->68->65->64->63->59->54->53,52->51->49->47->69->68->65->64->63->59->55->56->54->53,52->51->49->47->69->68->65->64->63->59->56->54->53,52->51->49->47->69->68->65->64->61->59->54->53,52->51->49->47->69->68->65->64->61->59->55->56->54->53,52->51->49->47->69->68->65->64->61->60->59->54->53,52->51->49->47->69->68->65->64->61->60->59->55->56->54->53,52->51->49->47->69->68->65->64->61->60->59->56->54->53
53->54,53->52->51->58->56->54,53->52->51->58->56->55->54,53->52->51->49->54,53->52->51->49->50->57->56->54,53->52->51->49->50->57->56->55->54,53->52->51->49->66->65->64->63->59->54,53->52->51->49->66->65->64->63->59->55->56->54,53->52->51->49->66->65->64->63->59->56->54,53->52->51->49->66->65->64->61->59->54,53->52->51->49->66->65->64->61->59->55->56->54,53->52->51->49->66->65->64->61->60->59->54,53->52->51->49->66->65->64->61->60->59->55->56->54,53->52->51->49->66->65->64->61->60->59->56->54,53->52->51->49->66->65->64->61->62->60->59->54,53->52->51->49->66->65->64->61->62->60->59->55->56->54,53->52->51->49->66->65->64->61->62->60->59->56->54,53->52->51->49->66->62->61->64->63->59->54,53->52->51->49->66->67->62->61->64->63->59->54,53->52->51->49->66->67->62->61->59->54,53->52->51->49->69->68->65->64->63->59->54,53->52->51->49->69->68->65->64->63->59->55->56->54,53->52->51->49->47->69->68->65->64->63->59->54,53->52->51->49->47->69->68->65->64->63->59->55->56->54,53->52->51->49->47->69->68->65->64->63->59->56->54,53->52->51->49->47->69->68->65->64->61->59->54,53->52->51->49->47->69->68->65->64->61->59->55->56->54,53->52->51->49->47->69->68->65->64->61->60->59->54,53->52->51->49->47->69->68->65->64->61->60->59->55->56->54,53->52->51->49->47->69->68->65->64->61->60->59->56->54
54->56->55,54->55,54->59->55,54->59->56->55,54->53->52->51->58->56->55,54->49->51->58->56->55,54->49->50->57->56->55,54->49->66->65->64->63->59->55,54->49->66->65->64->63->59->56->55,54->49->66->65->64->61->59->55,54->49->66->65->64->61->60->59->55,54->49->66->65->64->61->60->59->56->55,54->49->66->65->64->61->62->60->59->55,54->49->66->62->61->64->63->59->55,54->49->66->67->62->61->64->63->59->55,54->49->66->67->62->61->59->55,54->49->69->68->65->64->63->59->55,54->49->47->69->68->65->64->63->59->55,54->49->47->69->68->65->64->63->59->56->55,54->49->47->69->68->65->64->61->59->55,54->49->47->69->68->65->64->61->60->59->55,54->49->47->69->68->65->64->61->60->59->56->55,54->49->47->69->68->65->64->61->62->60->59->55,54->49->47->69->77->80->81->68->65->64->63->59->55,54->49->47->69->77->78->79->80->81->68->65->64->63->59->55,54->49->47->69->77->78->79->80->81->68->65->64->63->59->56->55,54->49->47->69->77->78->79->80->81->68->65->64->61->59->55,54->49->47->69->77->78->79->80->81->68->65->64->61->60->59->55,54->49->48->46->47->69->68->65->64->63->59->55,54->49->48->46->47->69->68->65->64->63->59->56->55
54->56,54->55->56,54->59->55->56,54->59->56,54->53->52->51->58->56,54->49->51->58->56,54->49->50->57->56,54->49->66->65->64->63->59->55->56,54->49->66->65->64->63->59->56,54->49->66->65->64->61->59->55->56,54->49->66->65->64->61->59->56,54->49->66->65->64->61->60->59->55->56,54->49->66->65->64->61->60->59->56,54->49->66->65->64->61->62->60->59->55->56,54->49->66->65->64->61->62->60->59->56,54->49->66->62->61->64->63->59->55->56,54->49->66->67->62->61->64->63->59->55->56,54->49->66->67->62->61->59->55->56,54->49->69->68->65->64->63->59->55->56,54->49->47->69->68->65->64->63->59->55->56,54->49->47->69->68->65->64->63->59->56,54->49->47->69->68->65->64->61->59->55->56,54->49->47->69->68->65->64->61->59->56,54->49->47->69->68->65->64->61->60->59->55->56,54->49->47->69->68->65->64->61->60->59->56,54->49->47->69->68->65->64->61->62->60->59->55->56,54->49->47->69->68->65->64->61->62->60->59->56,54->49->47->69->77->80->81->68->65->64->63->59->55->56,54->49->47->69->77->78->79->80->81->68->65->64->63->59->55->56,54->49->47->69->77->78->79->80->81->68->65->64->63->59->56
54->59,54->56->55->59,54->56->59,54->55->59,54->55->56->59,54->49->66->65->64->63->59,54->53->52->51->58->56->55->59,54->53->52->51->58->56->59,54->53->52->51->49->66->65->64->63->59,54->53->52->51->49->66->65->64->61->59,54->53->52->51->49->66->65->64->61->60->59,54->53->52->51->49->50->57->56->55->59,54->53->52->51->49->50->57->56->59,54->53->52->51->49->69->68->65->64->63->59,54->53->52->51->49->47->69->68->65->64->63->59,54->53->52->51->49->47->69->68->65->64->61->59,54->53->52->51->49->47->69->68->65->64->61->60->59,54->53->52->51->49->47->69->68->65->64->61->62->60->59,54->53->52->51->49->47->69->77->80->81->68->65->64->63->59,54->53->52->51->49->47->69->77->78->79->80->81->68->65->64->63->59,54->53->52->51->49->47->69->77->78->79->80->81->68->65->64->61->59,54->53->52->51->49->47->69->77->78->79->80->81->68->65->64->61->60->59,54->53->52->51->49->48->46->47->69->68->65->64->63->59,54->53->52->51->49->48->46->47->69->68->65->64->61->59,54->53->52->51->49->48->46->47->69->68->65->64->61->60->59,54->53->52->51->49->45->46->47->69->68->65->64->63->59,54->53->52->51->49->45->46->47->69->68->65->64->61->59,54->53->52->51->49->45->46->47->69->68->65->64->61->60->59,54->53->52->51->49->45->46->47->69->68->65->64->61->62->60->59,54->53->52->51->49->42->40->39->37->38->65->64->63->59
55->56,55->54->56,55->59->54->56,55->59->56,55->59->63->64->65->66->49->54->56,55->59->63->64->65->66->49->51->58->56,55->59->63->64->65->66->49->50->57->56,55->59->61->64->65->66->49->54->56,55->59->61->64->65->66->49->51->58->56,55->59->61->64->65->66->49->50->57->56,55->59->60->61->64->65->66->49->54->56,55->59->60->61->64->65->66->49->51->58->56,55->59->60->61->64->65->66->49->50->57->56,55->59->60->62->61->64->65->66->49->54->56,55->59->60->62->61->64->65->66->49->51->58->56,55->59->60->62->61->64->65->66->49->50->57->56,55->59->60->62->66->49->54->56,55->59->60->62->67->66->49->54->56,55->59->60->62->67->66->49->51->58->56,55->59->60->62->67->66->49->50->57->56,55->59->60->62->67->66->65->68->69->49->54->56,55->59->60->62->67->66->65->68->69->49->51->58->56,55->59->60->62->67->66->65->68->69->49->50->57->56,55->59->60->62->67->66->65->68->69->47->49->54->56,55->59->60->62->67->66->65->68->69->47->49->51->58->56,55->59->60->62->67->66->65->68->69->47->49->50->57->56,55->59->60->62->67->66->65->68->81->80->77->69->49->54->56,55->59->60->62->67->66->65->68->81->80->77->69->49->51->58->56,55->59->60->62->67->66->65->68->81->80->77->69->49->50->57->56,55->59->60->62->67->66->65->68->81->80->79->78->77->69->49->54->56
55->59,55->56->54->59,55->56->59,55->54->59,55->54->56->59,55->54->49->66->65->64->63->59,55->54->49->66->65->64->61->59,55->54->53->52->51->58->56->59,55->54->53->52->51->49->66->65->64->63->59,55->54->53->52->51->49->66->65->64->61->59,55->54->53->52->51->49->66->65->64->61->60->59,55->54->53->52->51->49->66->65->64->61->62->60->59,55->54->53->52->51->49->50->57->56->59,55->54->53->52->51->49->69->68->65->64->63->59,55->54->53->52->51->49->47->69->68->65->64->63->59,55->54->53->52->51->49->47->69->68->65->64->61->59,55->54->53->52->51->49->47->69->68->65->64->61->60->59,55->54->53->52->51->49->47->69->68->65->64->61->62->60->59,55->54->53->52->51->49->47->69->77->80->81->68->65->64->63->59,55->54->53->52->51->49->47->69->77->78->79->80->81->68->65->64->63->59,55->54->53->52->51->49->47->69->77->78->79->80->81->68->65->64->61->59,55->54->53->52->51->49->47->69->77->78->79->80->81->68->65->64->61->60->59,55->54->53->52->51->49->48->46->47->69->68->65->64->63->59,55->54->53->52->51->49->48->46->47->69->68->65->64->61->59,55->54->53->52->51->49->48->46->47->69->68->65->64->61->60->59,55->54->53->52->51->49->45->46->47->69->68->65->64->63->59,55->54->53->52->51->49->45->46->47->69->68->65->64->61->59,55->54->53->52->51->49->45->46->47->69->68->65->64->61->60->59,55->54->53->52->51->49->45->46->47->69->68->65->64->61->62->60->59,55->54->53->52->51->49->42->40->39->37->38->65->64->63->59
56->57,56->54->49->50->57,56->58->51->49->50->57,56->55->54->49->50->57,56->55->54->53->52->51->49->50->57,56->55->59->63->64->65->66->49->50->57,56->59->63->64->65->66->49->50->57,56->59->61->64->65->66->49->50->57,56->59->60->61->64->65->66->49->50->57,56->59->54->49->50->57,56->59->55->54->49->50->57,56->59->55->54->53->52->51->49->50->57,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
56->58,56->54->53->52->51->58,56->55->54->53->52->51->58,56->57->50->49->51->58,56->59->63->64->65->66->49->51->58,56->59->54->53->52->51->58,56->59->61->64->65->66->49->51->58,56->59->60->61->64->65->66->49->51->58,56->59->55->54->53->52->51->58,56->59->54->49->51->58,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
56->55->59,56->54->59,56->59,56->58->51->49->66->65->64->63->59,56->57->50->49->66->65->64->63->59,56->57->50->49->66->65->64->61->59,56->57->50->49->66->65->64->61->60->59,56->57->50->49->54->59,56->57->50->49->54->55->59,56->57->50->49->69->68->65->64->63->59,56->57->50->49->47->69->68->65->64->63->59,56->57->50->49->47->69->68->65->64->61->59,56->57->50->49->47->69->68->65->64->61->60->59,56->57->50->49->51->52->53->54->59,56->57->50->49->51->52->53->54->55->59,56->57->50->49->48->46->47->69->68->65->64->63->59,56->57->50->49->48->46->47->69->68->65->64->61->59,56->57->50->49->48->46->47->69->68->65->64->61->60->59,56->57->50->49->45->46->47->69->68->65->64->63->59,56->57->50->49->45->46->47->69->68->65->64->61->59,56->57->50->49->45->46->47->69->68->65->64->61->60->59,56->57->50->49->45->46->47->69->68->65->64->61->62->60->59,56->57->50->49->42->40->39->37->38->65->64->63->59,56->57->50->49->42->41->40->39->37->38->65->64->63->59,56->57->50->49->42->41->40->37->38->65->64->63->59,56->57->50->49->42->40->37->38->65->64->61->59,56->57->50->49->42->40->37->38->65->64->63->59,56->57->50->49->42->40->37->38->65->66->62->61->64->63->59,56->57->50->49->42->40->37->38->65->66->67->62->61->64->63->59,56->57->50->49->42->40->37->38->65->66->67->62->61->59
59->60,59->63->64->61->60,59->61->60,59->61->62->60,59->61->64->65->66->62->60,59->61->64->65->66->67->62->60,59->54->49->66->65->64->61->60,59->55->56->54->49->66->65->64->61->60,59->55->56->58->51->49->66->65->64->61->60,59->55->56->57->50->49->66->65->64->61->60,59->56->54->49->66->65->64->61->60,59->56->58->51->49->66->65->64->61->60,59->56->57->50->49->66->65->64->61->60,59->56->57->50->49->66->65->64->61->62->60,59->56->55->54->49->66->65->64->61->60,59->56->54->49->66->62->60,59->56->54->49->66->67->62->60,59->56->54->49->66->67->62->61->60,59->56->54->53->52->51->49->66->65->64->61->60,59->56->54->53->52->51->49->66->65->64->61->62->60,59->56->54->53->52->51->49->66->62->60,59->56->54->53->52->51->49->66->67->62->60,59->56->54->53->52->51->49->66->67->62->61->60,59->56->54->53->52->51->49->69->68->65->64->61->60,59->56->54->53->52->51->49->47->69->68->65->64->61->60,59->56->54->53->52->51->49->47->69->68->65->64->61->62->60,59->56->54->53->52->51->49->47->69->77->80->81->68->65->64->61->60,59->56->54->53->52->51->49->47->69->77->78->79->80->81->68->65->64->61->60,59->56->54->53->52->51->49->47->69->77->78->79->80->81->68->65->64->61->62->60,59->56->54->53->52->51->49->48->46->47->69->68->65->64->61->60
59->63->64->61,59->61,59->60->61,59->60->62->61,59->60->62->66->65->64->61,59->60->62->67->66->65->64->61,59->54->49->66->65->64->61,59->55->56->54->49->66->65->64->61,59->55->56->58->51->49->66->65->64->61,59->55->56->57->50->49->66->65->64->61,59->56->54->49->66->65->64->61,59->56->58->51->49->66->65->64->61,59->56->57->50->49->66->65->64->61,59->56->55->54->49->66->65->64->61,59->56->54->49->66->62->61,59->56->54->49->66->67->62->61,59->56->54->49->66->67->62->60->61,59->56->54->53->52->51->49->66->65->64->61,59->56->54->53->52->51->49->66->62->61,59->56->54->53->52->51->49->66->67->62->61,59->56->54->53->52->51->49->66->67->62->60->61,59->56->54->53->52->51->49->69->68->65->64->61,59->56->54->53->52->51->49->47->69->68->65->64->61,59->56->54->53->52->51->49->47->69->77->80->81->68->65->64->61,59->56->54->53->52->51->49->47->69->77->78->79->80->81->68->65->64->61,59->56->54->53->52->51->49->48->46->47->69->68->65->64->61,59->56->54->53->52->51->49->45->46->47->69->68->65->64->61,59->56->54->53->52->51->49->42->40->39->37->38->65->64->61,59->56->54->53->52->51->49->42->41->40->39->37->38->65->64->61,59->56->54->53->52->51->49->42->40->37->38->65->64->61
60->61,60->62->61,60->59->63->64->61,60->59->61,60->59->54->49->66->65->64->61,60->59->55->56->54->49->66->65->64->61,60->59->55->56->58->51->49->66->65->64->61,60->59->55->56->57->50->49->66->65->64->61,60->59->56->54->49->66->65->64->61,60->59->56->58->51->49->66->65->64->61,60->59->56->57->50->49->66->65->64->61,60->59->56->55->54->49->66->65->64->61,60->59->56->54->49->66->62->61,60->59->56->54->49->66->67->62->61,60->59->56->54->53->52->51->49->66->65->64->61,60->59->56->54->53->52->51->49->66->62->61,60->59->56->54->53->52->51->49->66->67->62->61,60->59->56->54->53->52->51->49->69->68->65->64->61,60->59->56->54->53->52->51->49->47->69->68->65->64->61,60->59->56->54->53->52->51->49->47->69->77->80->81->68->65->64->61,60->59->56->54->53->52->51->49->47->69->77->78->79->80->81->68->65->64->61,60->59->56->54->53->52->51->49->48->46->47->69->68->65->64->61,60->59->56->54->53->52->51->49->45->46->47->69->68->65->64->61,60->59->56->54->53->52->51->49->42->40->39->37->38->65->64->61,60->59->56->54->53->52->51->49->42->41->40->39->37->38->65->64->61,60->59->56->54->53->52->51->49->42->40->37->38->65->64->61,60->59->56->54->53->52->51->49->42->40->37->38->65->66->62->61,60->59->56->54->53->52->51->49->42->40->37->38->65->66->67->62->61,60->59->56->54->53->52->51->49->42->40->37->34->19->17->30->38->65->64->61,60->59->56->54->53->52->51->49->42->40->37->33->15->17->30->38->65->64->61
60->62,60->61->62,60->59->63->64->61->62,60->59->61->62,60->59->61->64->65->66->62,60->59->61->64->65->66->67->62,60->59->54->49->66->65->64->61->62,60->59->55->56->54->49->66->65->64->61->62,60->59->55->56->58->51->49->66->65->64->61->62,60->59->55->56->57->50->49->66->65->64->61->62,60->59->56->54->49->66->65->64->61->62,60->59->56->58->51->49->66->65->64->61->62,60->59->56->57->50->49->66->65->64->61->62,60->59->56->57->50->49->66->62,60->59->56->57->50->49->66->67->62,60->59->56->55->54->49->66->65->64->61->62,60->59->56->54->49->66->62,60->59->56->54->49->66->67->62,60->59->56->54->53->52->51->49->66->65->64->61->62,60->59->56->54->53->52->51->49->66->62,60->59->56->54->53->52->51->49->66->67->62,60->59->56->54->53->52->51->49->69->68->65->64->61->62,60->59->56->54->53->52->51->49->47->69->68->65->64->61->62,60->59->56->54->53->52->51->49->47->69->68->65->66->62,60->59->56->54->53->52->51->49->47->69->68->65->66->67->62,60->59->56->54->53->52->51->49->47->69->77->80->81->68->65->64->61->62,60->59->56->54->53->52->51->49->47->69->77->78->79->80->81->68->65->64->61->62,60->59->56->54->53->52->51->49->48->46->47->69->68->65->64->61->62,60->59->56->54->53->52->51->49->45->46->47->69->68->65->64->61->62,60->59->56->54->53->52->51->49->45->46->47->69->68->65->66->62
61->62,61->60->62,61->64->65->66->62,61->64->65->66->67->62,61->64->63->59->60->62,61->59->60->62,61->59->63->64->65->66->62,61->59->63->64->65->66->67->62,61->59->54->49->66->62,61->59->54->49->66->67->62,61->59->55->56->54->49->66->62,61->59->55->56->54->49->66->67->62,61->59->55->56->58->51->49->66->62,61->59->55->56->57->50->49->66->62,61->59->55->56->57->50->49->66->67->62,61->59->56->54->49->66->62,61->59->56->54->49->66->67->62,61->59->56->58->51->49->66->62,61->59->56->57->50->49->66->62,61->59->56->57->50->49->66->67->62,61->59->56->55->54->49->66->62,61->59->56->55->54->49->66->67->62,61->59->56->55->54->53->52->51->49->66->62,61->59->56->55->54->53->52->51->49->66->67->62,61->59->56->55->54->53->52->51->49->69->68->65->66->62,61->59->56->55->54->53->52->51->49->69->68->65->66->67->62,61->59->56->55->54->53->52->51->49->47->69->68->65->66->62,61->59->56->55->54->53->52->51->49->47->69->68->65->66->67->62,61->59->56->55->54->53->52->51->49->47->69->77->80->81->68->65->66->62,61->59->56->55->54->53->52->51->49->47->69->77->80->81->68->65->66->67->62
62->61->64->65->66,62->60->61->64->65->66,62->66,62->67->66,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
62->67,62->61->64->65->66->67,62->60->61->64->65->66->67,62->66->67,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
63->59,63->64->61->59,63->64->61->60->59,63->64->61->62->60->59,63->64->65->66->62->61->59,63->64->65->66->67->62->61->59,63->64->65->66->67->62->60->59,63->64->65->66->67->62->60->61->59,63->64->65->66->49->54->59,63->64->65->66->49->54->56->55->59,63->64->65->66->49->51->58->56->55->59,63->64->65->66->49->50->57->56->55->59,63->64->65->66->49->50->57->56->54->59,63->64->65->66->49->50->57->56->59,63->64->65->68->69->49->54->59,63->64->65->68->69->49->54->56->55->59,63->64->65->68->69->47->49->54->59,63->64->65->68->69->47->49->54->56->55->59,63->64->65->68->69->47->49->51->58->56->55->59,63->64->65->68->69->47->49->50->57->56->55->59,63->64->65->68->69->47->49->50->57->56->54->59,63->64->65->68->69->47->49->50->57->56->59,63->64->65->68->69->47->49->66->62->61->59,63->64->65->68->69->47->49->66->67->62->61->59,63->64->65->68->69->47->49->66->62->60->59,63->64->65->68->69->47->49->66->62->60->61->59,63->64->65->68->81->80->77->69->49->54->59,63->64->65->68->81->80->79->78->77->69->49->54->59,63->64->65->68->81->80->79->78->77->69->49->54->56->55->59,63->64->65->68->81->80->79->78->77->69->47->49->54->59
63->64,63->59->61->64,63->59->60->61->64,63->59->60->62->61->64,63->59->60->62->66->65->64,63->59->60->62->67->66->65->64,63->59->54->49->66->65->64,63->59->55->56->54->49->66->65->64,63->59->55->56->58->51->49->66->65->64,63->59->55->56->57->50->49->66->65->64,63->59->56->54->49->66->65->64,63->59->56->58->51->49->66->65->64,63->59->56->57->50->49->66->65->64,63->59->56->55->54->49->66->65->64,63->59->56->55->54->49->66->62->61->64,63->59->56->55->54->49->66->67->62->61->64,63->59->56->55->54->53->52->51->49->66->65->64,63->59->56->55->54->53->52->51->49->66->62->61->64,63->59->56->55->54->53->52->51->49->66->67->62->61->64,63->59->56->55->54->53->52->51->49->69->68->65->64,63->59->56->55->54->53->52->51->49->47->69->68->65->64,63->59->56->55->54->53->52->51->49->47->69->77->80->81->68->65->64,63->59->56->55->54->53->52->51->49->47->69->77->78->79->80->81->68->65->64,63->59->56->55->54->53->52->51->49->48->46->47->69->68->65->64,63->59->56->55->54->53->52->51->49->45->46->47->69->68->65->64,63->59->56->55->54->53->52->51->49->42->40->39->37->38->65->64,63->59->56->55->54->53->52->51->49->42->41->40->39->37->38->65->64,63->59->56->55->54->53->52->51->49->42->40->37->38->65->64,63->59->56->55->54->53->52->51->49->42->40->37->38->65->66->62->61->64,63->59->56->55->54->53->52->51->49->42->40->37->38->65->66->67->62->61->64
64->61,64->63->59->61,64->63->59->60->61,64->65->66->62->61,64->65->66->67->62->61,64->65->66->67->62->60->61,64->65->66->67->62->60->59->61,64->65->68->69->49->66->62->61,64->65->68->69->49->66->67->62->61,64->65->68->69->47->49->66->62->61,64->65->68->69->47->49->66->67->62->61,64->65->68->69->47->49->66->67->62->60->61,64->65->68->81->80->77->69->49->66->62->61,64->65->68->81->80->77->69->49->66->67->62->61,64->65->68->81->80->79->78->77->69->49->66->62->61,64->65->68->81->80->79->78->77->69->49->66->67->62->61,64->65->68->81->80->79->78->77->69->47->49->66->62->61,64->65->68->81->80->79->78->77->69->47->49->66->67->62->61,64->65->68->69->49->54->59->61,64->65->68->69->49->54->56->55->59->61,64->65->68->69->49->51->58->56->55->59->61,64->65->68->69->49->50->57->56->55->59->61,64->65->68->69->49->50->57->56->54->59->61,64->65->68->69->49->50->57->56->59->61,64->65->68->69->49->50->57->56->59->60->61,64->65->68->69->49->50->57->56->59->60->62->61,64->65->38->37->39->40->42->49->66->62->61,64->65->38->37->39->40->42->49->66->67->62->61,64->65->38->37->39->40->41->42->49->66->62->61,64->65->38->37->39->40->41->42->49->66->67->62->61
64->65,64->61->62->66->65,64->61->62->67->66->65,64->61->60->62->66->65,64->61->60->62->67->66->65,64->63->59->61->62->66->65,64->63->59->61->62->67->66->65,64->63->59->60->62->66->65,64->63->59->60->62->67->66->65,64->63->59->60->61->62->66->65,64->63->59->60->61->62->67->66->65,64->63->59->54->49->66->65,64->63->59->55->56->54->49->66->65,64->63->59->55->56->58->51->49->66->65,64->63->59->55->56->57->50->49->66->65,64->63->59->56->54->49->66->65,64->63->59->56->58->51->49->66->65,64->63->59->56->57->50->49->66->65,64->63->59->56->55->54->49->66->65,64->63->59->56->55->54->53->52->51->49->66->65,64->63->59->56->55->54->53->52->51->49->69->68->65,64->63->59->56->55->54->53->52->51->49->47->69->68->65,64->63->59->56->55->54->53->52->51->49->47->69->77->80->81->68->65,64->63->59->56->55->54->53->52->51->49->47->69->77->78->79->80->81->68->65,64->63->59->56->55->54->53->52->51->49->48->46->47->69->68->65,64->63->59->56->55->54->53->52->51->49->45->46->47->69->68->65,64->63->59->56->55->54->53->52->51->49->42->40->39->37->38->65,64->63->59->56->55->54->53->52->51->49->42->41->40->39->37->38->65,64->63->59->56->55->54->53->52->51->49->42->40->37->38->65,64->63->59->56->55->54->53->52->51->49->42->40->37->34->19->17->30->38->65
65->66,65->64->61->62->66,65->64->61->62->67->66,65->64->61->60->62->66,65->64->61->60->62->67->66,65->64->63->59->61->62->66,65->64->63->59->61->62->67->66,65->64->63->59->60->62->66,65->64->63->59->60->62->67->66,65->68->69->49->66,65->68->69->47->49->66,65->68->81->80->77->69->49->66,65->68->81->80->79->78->77->69->49->66,65->68->81->80->79->78->77->69->47->49->66,65->68->81->80->97->96->82->77->69->49->66,65->68->81->80->96->82->77->69->49->66,65->68->81->80->96->82->77->69->47->49->66,65->38->37->39->40->42->49->66,65->38->37->39->40->41->42->49->66,65->38->37->40->42->49->66,65->38->37->40->41->42->49->66,65->38->37->34->43->44->45->49->66,65->38->37->35->36->34->43->44->45->49->66,65->38->37->35->36->34->43->44->45->46->47->49->66,65->38->37->35->36->34->43->44->45->46->48->49->66,65->38->30->17->19->34->43->44->45->49->66,65->38->30->17->19->34->37->39->40->42->49->66,65->38->30->17->19->34->37->39->40->41->42->49->66,65->38->30->17->19->34->37->40->42->49->66,65->38->30->17->19->34->37->40->41->42->49->66
65->68,65->66->49->69->68,65->66->49->47->69->68,65->66->49->47->69->77->80->81->68,65->66->49->47->69->77->78->79->80->81->68,65->64->61->62->66->49->69->68,65->64->61->62->67->66->49->69->68,65->64->61->62->67->66->49->47->69->68,65->64->61->60->62->66->49->69->68,65->64->61->60->62->67->66->49->69->68,65->64->61->60->62->67->66->49->47->69->68,65->64->63->59->54->49->69->68,65->64->63->59->55->56->54->49->69->68,65->64->63->59->55->56->58->51->49->69->68,65->64->63->59->55->56->57->50->49->69->68,65->64->63->59->56->54->49->69->68,65->64->63->59->56->58->51->49->69->68,65->64->63->59->56->57->50->49->69->68,65->64->63->59->56->57->50->49->47->69->68,65->64->61->59->54->49->69->68,65->64->61->59->55->56->54->49->69->68,65->64->61->59->55->56->58->51->49->69->68,65->64->61->59->55->56->57->50->49->69->68,65->64->61->59->56->54->49->69->68,65->64->61->59->56->58->51->49->69->68,65->64->61->59->56->57->50->49->69->68,65->64->61->59->56->57->50->49->47->69->68,65->64->61->59->60->62->66->49->69->68,65->64->61->59->60->62->67->66->49->69->68,65->64->61->59->60->62->67->66->49->47->69->68
